binomial,photo_url,flower_present,subjectivity,gpt_color
Potentilla hippiana,https://inaturalist-open-data.s3.amazonaws.com/photos/102601719/medium.jpeg,YES,LOW,YELLOW
Carica papaya,https://static.inaturalist.org/photos/176927180/medium.jpeg,NO,LOW,NAN
Jefea brevifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/5753818/medium.jpg,YES,LOW,YELLOW
Astragalus aridus,https://inaturalist-open-data.s3.amazonaws.com/photos/31378414/medium.jpg,NO,LOW,NAN
Kalanchoe delagoensis,https://static.inaturalist.org/photos/60770905/medium.jpg,YES,MEDIUM,BROWN
Salpingostylis caelestina,https://inaturalist-open-data.s3.amazonaws.com/photos/12901350/medium.jpg,YES,LOW,PURPLE
Greenmaniella resinosa,https://inaturalist-open-data.s3.amazonaws.com/photos/4831036/medium.jpeg,YES,LOW,YELLOW
Clarkia affinis,https://static.inaturalist.org/photos/3633459/medium.jpg,YES,LOW,PINK
Cienfuegosia drummondii,https://inaturalist-open-data.s3.amazonaws.com/photos/8467792/medium.jpg,YES,LOW,YELLOW
Bothriochloa ischaemum,https://inaturalist-open-data.s3.amazonaws.com/photos/15192260/medium.jpeg,NO,LOW,NAN
Morella californica,https://inaturalist-open-data.s3.amazonaws.com/photos/16145/medium.jpg,YES,LOW,RED
Scoliopus hallii,https://inaturalist-open-data.s3.amazonaws.com/photos/2853259/medium.jpg,YES,MEDIUM,BROWN
Mandevilla lanuginosa,https://inaturalist-open-data.s3.amazonaws.com/photos/2099834/medium.jpg,YES,LOW,WHITE
Agalinis neoscotica,https://inaturalist-open-data.s3.amazonaws.com/photos/22876191/medium.jpeg,YES,LOW,PINK
Thermopsis gracilis,https://inaturalist-open-data.s3.amazonaws.com/photos/625794/medium.jpg,YES,LOW,YELLOW
Plantago helleri,https://static.inaturalist.org/photos/33036346/medium.jpg,YES,LOW,WHITE
Viola vittata,https://inaturalist-open-data.s3.amazonaws.com/photos/27430755/medium.jpg,NO,LOW,NAN
Streptanthus breweri,https://inaturalist-open-data.s3.amazonaws.com/photos/54096/medium.jpg,YES,LOW,PURPLE
Acalypha ostryifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/1298258/medium.jpg,YES,LOW,GREEN
Hordeum pusillum,https://inaturalist-open-data.s3.amazonaws.com/photos/20243618/medium.jpg,NO,LOW,NAN
Symphyotrichum elliottii,https://inaturalist-open-data.s3.amazonaws.com/photos/55364708/medium.jpg,YES,LOW,PINK
Symphyotrichum falcatum,https://inaturalist-open-data.s3.amazonaws.com/photos/10424892/medium.jpeg,YES,LOW,WHITE
Heterotheca hirsutissima,https://inaturalist-open-data.s3.amazonaws.com/photos/145223237/medium.jpg,YES,LOW,YELLOW
Cypripedium passerinum,https://static.inaturalist.org/photos/293960026/medium.jpg,YES,LOW,WHITE
Papaver dubium,https://inaturalist-open-data.s3.amazonaws.com/photos/279641864/medium.jpeg,YES,LOW,RED
Dyschoriste oblongifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/130117/medium.jpg,YES,LOW,PURPLE
Carum carvi,https://inaturalist-open-data.s3.amazonaws.com/photos/60571177/medium.jpeg,YES,LOW,WHITE
Sedum glaucophyllum,https://static.inaturalist.org/photos/980716/medium.jpg,NO,LOW,GREEN
Eucalyptus sideroxylon,https://inaturalist-open-data.s3.amazonaws.com/photos/185157015/medium.jpeg,NO,LOW,NAN
Ipomoea bracteata,https://inaturalist-open-data.s3.amazonaws.com/photos/36696896/medium.jpg,YES,LOW,PINK
Lomatium californicum,https://inaturalist-open-data.s3.amazonaws.com/photos/104965/medium.jpg,YES,LOW,GREEN
Aliciella subnuda,https://inaturalist-open-data.s3.amazonaws.com/photos/7395796/medium.jpg,YES,LOW,RED
Agalinis edwardsiana,https://static.inaturalist.org/photos/26132737/medium.jpg,YES,LOW,PURPLE
Brodiaea jolonensis,https://inaturalist-open-data.s3.amazonaws.com/photos/263985/medium.jpg,YES,LOW,PURPLE
Antennaria racemosa,https://inaturalist-open-data.s3.amazonaws.com/photos/4301862/medium.png,YES,LOW,WHITE
Chrysopsis scabrella,https://inaturalist-open-data.s3.amazonaws.com/photos/27657947/medium.jpg,YES,LOW,YELLOW
Limnanthes alba,https://inaturalist-open-data.s3.amazonaws.com/photos/29203/medium.jpg,YES,LOW,WHITE
Matelea cynanchoides,https://static.inaturalist.org/photos/351998/medium.jpg,YES,MEDIUM,BROWN
Poa pratensis,https://inaturalist-open-data.s3.amazonaws.com/photos/14390/medium.jpg,YES,MEDIUM,GREEN
Agoseris apargioides,https://static.inaturalist.org/photos/23309/medium.jpg,YES,LOW,YELLOW
Ludwigia palustris,https://inaturalist-open-data.s3.amazonaws.com/photos/425242/medium.jpg,NO,LOW,NAN
Cacaliopsis nardosmia,https://inaturalist-open-data.s3.amazonaws.com/photos/126267695/medium.jpeg,YES,LOW,YELLOW
Lewisia leeana,https://inaturalist-open-data.s3.amazonaws.com/photos/15249/medium.jpg,YES,LOW,PURPLE
Linum rigidum,https://inaturalist-open-data.s3.amazonaws.com/photos/1783527/medium.jpg,YES,LOW,ORANGE
Salix hookeriana,https://inaturalist-open-data.s3.amazonaws.com/photos/131374502/medium.jpg,YES,MEDIUM,GREEN
Hylotelephium telephioides,https://inaturalist-open-data.s3.amazonaws.com/photos/4260235/medium.jpg,YES,LOW,PINK
Senna uniflora,https://inaturalist-open-data.s3.amazonaws.com/photos/43046472/medium.jpg,YES,LOW,YELLOW
Stellaria longipes,https://inaturalist-open-data.s3.amazonaws.com/photos/1013683/medium.jpg,YES,LOW,WHITE
Anemonoides piperi,https://inaturalist-open-data.s3.amazonaws.com/photos/17706933/medium.jpeg,YES,LOW,WHITE
Dysphania ambrosioides,https://inaturalist-open-data.s3.amazonaws.com/photos/84127806/medium.jpeg,NO,LOW,NAN
Platanthera obtusata,https://inaturalist-open-data.s3.amazonaws.com/photos/25325322/medium.jpg,YES,LOW,GREEN
Penstemon pseudospectabilis,https://inaturalist-open-data.s3.amazonaws.com/photos/3188012/medium.jpg,YES,LOW,PINK
Stenocereus gummosus,https://inaturalist-open-data.s3.amazonaws.com/photos/27558955/medium.jpg,YES,LOW,WHITE
Penstemon albertinus,https://inaturalist-open-data.s3.amazonaws.com/photos/5013308/medium.jpeg,YES,LOW,BLUE
Mentzelia multiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/275112/medium.jpg,YES,LOW,YELLOW
Holozonia filipes,https://inaturalist-open-data.s3.amazonaws.com/photos/93063200/medium.jpg,YES,LOW,PINK
Euphorbia indivisa,https://static.inaturalist.org/photos/1963275/medium.jpg,YES,LOW,PINK
Melinis repens,https://inaturalist-open-data.s3.amazonaws.com/photos/117783839/medium.jpeg,YES,LOW,RED
Rumex hastatulus,https://inaturalist-open-data.s3.amazonaws.com/photos/183025766/medium.jpg,YES,LOW,PINK
Sabal minor,https://inaturalist-open-data.s3.amazonaws.com/photos/110709113/medium.jpg,NO,LOW,NAN
Buddleja sessiliflora,https://inaturalist-open-data.s3.amazonaws.com/photos/7505879/medium.jpeg,YES,LOW,GREEN
Rhinanthus groenlandicus,https://inaturalist-open-data.s3.amazonaws.com/photos/163561/medium.JPG,YES,LOW,YELLOW
Micranthes lyallii,https://inaturalist-open-data.s3.amazonaws.com/photos/163896/medium.jpg,YES,LOW,PINK
Psorothamnus scoparius,https://static.inaturalist.org/photos/10025271/medium.jpeg,YES,LOW,PURPLE
Micranthes rufidula,https://inaturalist-open-data.s3.amazonaws.com/photos/186915327/medium.jpeg,YES,LOW,WHITE
Pectocarya platycarpa,https://inaturalist-open-data.s3.amazonaws.com/photos/1656449/medium.jpg,YES,MEDIUM,GREEN
Xyris stenotera,https://inaturalist-open-data.s3.amazonaws.com/photos/66701803/medium.jpg,YES,LOW,YELLOW
Iva frutescens,https://inaturalist-open-data.s3.amazonaws.com/photos/312775930/medium.jpeg,YES,MEDIUM,GREEN
Frasera albicaulis,https://inaturalist-open-data.s3.amazonaws.com/photos/34974262/medium.jpg,YES,LOW,WHITE
Chamaesaracha coronopus,https://inaturalist-open-data.s3.amazonaws.com/photos/3341431/medium.jpg,YES,LOW,WHITE
Schoenoplectus tabernaemontani,https://inaturalist-open-data.s3.amazonaws.com/photos/115494892/medium.jpeg,YES,MEDIUM,BROWN
Viburnum recognitum,https://inaturalist-open-data.s3.amazonaws.com/photos/88867730/medium.jpeg,NO,LOW,NAN
Apiastrum angustifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/258622/medium.jpg,YES,LOW,WHITE
Asclepias macrosperma,https://inaturalist-open-data.s3.amazonaws.com/photos/3636069/medium.jpg,YES,LOW,YELLOW
Lathyrus nevadensis,https://inaturalist-open-data.s3.amazonaws.com/photos/12840970/medium.jpg,YES,LOW,PURPLE
Darmera peltata,https://inaturalist-open-data.s3.amazonaws.com/photos/22646/medium.jpg,YES,LOW,PINK
Freesia laxa,https://inaturalist-open-data.s3.amazonaws.com/photos/63965556/medium.jpeg,YES,LOW,RED
Silene menziesii,https://inaturalist-open-data.s3.amazonaws.com/photos/200057/medium.jpg,YES,LOW,WHITE
Cornus kousa,https://inaturalist-open-data.s3.amazonaws.com/photos/69066485/medium.jpg,YES,LOW,WHITE
Lewisia pygmaea,https://static.inaturalist.org/photos/12690804/medium.jpg,YES,LOW,PINK
Leucothoe axillaris,https://inaturalist-open-data.s3.amazonaws.com/photos/146283097/medium.jpg,YES,LOW,WHITE
Lathyrus pratensis,https://inaturalist-open-data.s3.amazonaws.com/photos/80786159/medium.jpeg,YES,LOW,YELLOW
Opuntia gosseliniana,https://inaturalist-open-data.s3.amazonaws.com/photos/152527166/medium.jpg,NO,LOW,NAN
Chaenactis macrantha,https://inaturalist-open-data.s3.amazonaws.com/photos/90788802/medium.jpg,YES,LOW,WHITE
Fouquieria diguetii,https://inaturalist-open-data.s3.amazonaws.com/photos/192549981/medium.jpeg,YES,LOW,RED
Opuntia aurea,https://inaturalist-open-data.s3.amazonaws.com/photos/44289569/medium.jpeg,YES,LOW,YELLOW
Desmodium lindheimeri,https://inaturalist-open-data.s3.amazonaws.com/photos/1133038/medium.JPG,YES,LOW,WHITE
Crassula tillaea,https://inaturalist-open-data.s3.amazonaws.com/photos/183761870/medium.jpeg,YES,LOW,ORANGE
Sacciolepis striata,https://static.inaturalist.org/photos/1154915/medium.jpg,NO,LOW,NAN
Amsonia longiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/657817/medium.jpg,YES,LOW,WHITE
Artemisia stelleriana,https://inaturalist-open-data.s3.amazonaws.com/photos/96119478/medium.jpg,NO,LOW,NAN
Opuntia microdasys,https://inaturalist-open-data.s3.amazonaws.com/photos/11888385/medium.jpg,YES,LOW,RED
Angelica arguta,https://inaturalist-open-data.s3.amazonaws.com/photos/35467/medium.jpg,YES,LOW,WHITE
Grindelia lanceolata,https://inaturalist-open-data.s3.amazonaws.com/photos/2335705/medium.jpg,YES,LOW,YELLOW
Grindelia nuda,https://inaturalist-open-data.s3.amazonaws.com/photos/2517553/medium.JPG,YES,LOW,YELLOW
Dudleya ingens,https://inaturalist-open-data.s3.amazonaws.com/photos/37298621/medium.jpeg,YES,MEDIUM,PINK
Pilea microphylla,https://static.inaturalist.org/photos/9057734/medium.jpg,NO,LOW,NAN
Hackelia mundula,https://inaturalist-open-data.s3.amazonaws.com/photos/9072637/medium.jpg,YES,LOW,PINK
Phytolacca acinosa,https://static.inaturalist.org/photos/85491050/medium.jpg,NO,LOW,NAN
Cypripedium montanum,https://inaturalist-open-data.s3.amazonaws.com/photos/18334409/medium.jpeg,YES,MEDIUM,BROWN
Trifolium obtusiflorum,https://static.inaturalist.org/photos/205018260/medium.jpg,YES,LOW,PINK
Lolium arundinaceum,https://inaturalist-open-data.s3.amazonaws.com/photos/29121494/medium.jpeg,NO,LOW,NAN
Trifolium monanthum,https://inaturalist-open-data.s3.amazonaws.com/photos/21618115/medium.jpeg,YES,LOW,PINK
Hymenothrix dissecta,https://static.inaturalist.org/photos/493603/medium.jpg,YES,LOW,YELLOW
Eriodictyon traskiae,https://static.inaturalist.org/photos/185346/medium.jpg,YES,LOW,PURPLE
Elytraria caroliniensis,https://static.inaturalist.org/photos/9961100/medium.jpg,YES,MEDIUM,BLUE
Stegnosperma halimifolium,https://static.inaturalist.org/photos/246748797/medium.jpg,YES,LOW,WHITE
Gamochaeta ustulata,https://static.inaturalist.org/photos/732723/medium.JPG,YES,LOW,PINK
Glossopetalon spinescens,https://inaturalist-open-data.s3.amazonaws.com/photos/172578067/medium.jpeg,YES,LOW,WHITE
Lobelia sublibera,https://static.inaturalist.org/photos/2531355/medium.JPG,YES,LOW,BLUE
Physalis pumila,https://inaturalist-open-data.s3.amazonaws.com/photos/134556012/medium.jpg,YES,LOW,YELLOW
Physalis grisea,https://static.inaturalist.org/photos/155676613/medium.jpg,YES,LOW,YELLOW
Elytraria bromoides,https://static.inaturalist.org/photos/2529370/medium.JPG,YES,LOW,PINK
Giliastrum rigidulum,https://static.inaturalist.org/photos/1005423/medium.jpg,YES,LOW,PURPLE
Atriplex lentiformis,https://inaturalist-open-data.s3.amazonaws.com/photos/1109549/medium.JPG,YES,MEDIUM,GREEN
Vancouveria planipetala,https://inaturalist-open-data.s3.amazonaws.com/photos/19651/medium.jpg,YES,LOW,WHITE
Aconitum napellus,https://inaturalist-open-data.s3.amazonaws.com/photos/58420663/medium.jpg,YES,LOW,PURPLE
Stenandrium dulce,https://inaturalist-open-data.s3.amazonaws.com/photos/235872641/medium.jpg,YES,LOW,PURPLE
Stevia serrata,https://inaturalist-open-data.s3.amazonaws.com/photos/92956474/medium.jpeg,YES,LOW,WHITE
Gentianella propinqua,https://inaturalist-open-data.s3.amazonaws.com/photos/47588414/medium.jpeg,YES,LOW,PURPLE
Plantago rhodosperma,https://inaturalist-open-data.s3.amazonaws.com/photos/36500336/medium.jpeg,NO,LOW,NAN
Sporobolus alterniflorus,https://inaturalist-open-data.s3.amazonaws.com/photos/2751769/medium.jpg,NO,LOW,NAN
Spiranthes porrifolia,https://static.inaturalist.org/photos/43166632/medium.jpeg,YES,LOW,YELLOW
Spigelia texana,https://inaturalist-open-data.s3.amazonaws.com/photos/87688633/medium.jpeg,YES,LOW,WHITE
Symphyotrichum anomalum,https://inaturalist-open-data.s3.amazonaws.com/photos/51831446/medium.jpeg,YES,LOW,PURPLE
Astragalus gilviflorus,https://inaturalist-open-data.s3.amazonaws.com/photos/703125/medium.jpg,YES,LOW,WHITE
Campanula giesekiana,https://static.inaturalist.org/photos/32272172/medium.jpeg,YES,LOW,PURPLE
Mosla dianthera,https://inaturalist-open-data.s3.amazonaws.com/photos/32897166/medium.jpg,YES,LOW,PURPLE
Symphyotrichum greatae,https://inaturalist-open-data.s3.amazonaws.com/photos/26188550/medium.jpeg,YES,LOW,WHITE
Nothoscordum gracile,https://inaturalist-open-data.s3.amazonaws.com/photos/16637759/medium.jpg,YES,LOW,WHITE
Nabalus serpentarius,https://inaturalist-open-data.s3.amazonaws.com/photos/23936189/medium.jpg,YES,LOW,GREEN
Symphyotrichum simmondsii,https://inaturalist-open-data.s3.amazonaws.com/photos/169146242/medium.jpg,YES,LOW,WHITE
Polygonum shastense,https://inaturalist-open-data.s3.amazonaws.com/photos/1916067/medium.jpg,YES,LOW,WHITE
Mononeuria glabra,https://inaturalist-open-data.s3.amazonaws.com/photos/156156509/medium.jpg,YES,LOW,WHITE
Poa douglasii,https://inaturalist-open-data.s3.amazonaws.com/photos/468543/medium.jpeg,NO,LOW,NAN
Oenothera humifusa,https://inaturalist-open-data.s3.amazonaws.com/photos/930828/medium.JPG,YES,LOW,YELLOW
Monardella purpurea,https://inaturalist-open-data.s3.amazonaws.com/photos/16355/medium.jpg,YES,LOW,PURPLE
Penstemon confusus,https://inaturalist-open-data.s3.amazonaws.com/photos/15760869/medium.jpg,YES,LOW,PURPLE
Phacelia heterophylla,https://inaturalist-open-data.s3.amazonaws.com/photos/284105750/medium.jpeg,YES,LOW,WHITE
Elliottia pyroliflora,https://inaturalist-open-data.s3.amazonaws.com/photos/94262/medium.jpg,YES,LOW,ORANGE
Crocanthemum aldersonii,https://inaturalist-open-data.s3.amazonaws.com/photos/12578658/medium.jpeg,YES,LOW,YELLOW
Liatris pauciflora,https://static.inaturalist.org/photos/10119126/medium.jpg,YES,LOW,PURPLE
Laburnum anagyroides,https://inaturalist-open-data.s3.amazonaws.com/photos/70994958/medium.jpg,YES,LOW,YELLOW
Oenothera glaucifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/4344339/medium.jpeg,YES,LOW,WHITE
Echites umbellatus,https://static.inaturalist.org/photos/3635571/medium.JPG,YES,LOW,WHITE
Lithospermum multiflorum,https://static.inaturalist.org/photos/736271/medium.jpg,YES,LOW,YELLOW
Agave gentryi,https://static.inaturalist.org/photos/2071177/medium.JPG,YES,LOW,GREEN
Galium lanceolatum,https://inaturalist-open-data.s3.amazonaws.com/photos/162299742/medium.jpg,YES,LOW,PINK
Bajacalia tridentata,https://inaturalist-open-data.s3.amazonaws.com/photos/6474254/medium.jpg,YES,LOW,YELLOW
Vernonia blodgettii,https://inaturalist-open-data.s3.amazonaws.com/photos/2604669/medium.jpg,YES,LOW,PINK
Thaspium trifoliatum,https://inaturalist-open-data.s3.amazonaws.com/photos/201381864/medium.jpg,YES,LOW,GREEN
Bauhinia macranthera,https://static.inaturalist.org/photos/2508902/medium.JPG,YES,LOW,PINK
Phoebanthus grandiflorus,https://inaturalist-open-data.s3.amazonaws.com/photos/4745220/medium.jpg,YES,LOW,YELLOW
Ceanothus foliosus,https://inaturalist-open-data.s3.amazonaws.com/photos/90943921/medium.jpeg,YES,LOW,BLUE
Brickellia laciniata,https://static.inaturalist.org/photos/28161731/medium.jpg,YES,LOW,WHITE
Ctenium aromaticum,https://static.inaturalist.org/photos/34177176/medium.jpg,NO,LOW,NAN
Trillium lancifolium,https://static.inaturalist.org/photos/114480189/medium.jpg,YES,MEDIUM,BROWN
Penstemon thompsoniae,https://inaturalist-open-data.s3.amazonaws.com/photos/19374538/medium.jpg,YES,LOW,PURPLE
Lotus uliginosus,https://inaturalist-open-data.s3.amazonaws.com/photos/100582210/medium.jpg,YES,LOW,YELLOW
Phacelia rattanii,https://inaturalist-open-data.s3.amazonaws.com/photos/341734/medium.jpg,YES,LOW,WHITE
Salvia arizonica,https://inaturalist-open-data.s3.amazonaws.com/photos/23994211/medium.jpg,YES,LOW,BLUE
Ipomoea rupicola,https://static.inaturalist.org/photos/95661416/medium.jpeg,YES,LOW,PINK
Eriogonum kennedyi,https://inaturalist-open-data.s3.amazonaws.com/photos/11527072/medium.jpg,YES,LOW,WHITE
Artemisia absinthium,https://static.inaturalist.org/photos/45876952/medium.jpeg,YES,LOW,GREEN
Barbarea verna,https://inaturalist-open-data.s3.amazonaws.com/photos/31378/medium.jpg,YES,LOW,YELLOW
Eremothera chamaenerioides,https://inaturalist-open-data.s3.amazonaws.com/photos/38821033/medium.jpg,YES,MEDIUM,BROWN
Phacelia suaveolens,https://inaturalist-open-data.s3.amazonaws.com/photos/17776875/medium.jpg,YES,LOW,PURPLE
Euphorbia brachycera,https://inaturalist-open-data.s3.amazonaws.com/photos/2123095/medium.jpg,YES,MEDIUM,GREEN
Hesperochiron pumilus,https://inaturalist-open-data.s3.amazonaws.com/photos/3932310/medium.jpg,YES,LOW,WHITE
Leersia virginica,https://inaturalist-open-data.s3.amazonaws.com/photos/19480546/medium.jpeg,NO,LOW,NAN
Townsendia exscapa,https://inaturalist-open-data.s3.amazonaws.com/photos/1005535/medium.jpg,YES,LOW,WHITE
Tripterocalyx micranthus,https://inaturalist-open-data.s3.amazonaws.com/photos/43659843/medium.jpg,YES,LOW,WHITE
Ericameria cooperi,https://inaturalist-open-data.s3.amazonaws.com/photos/1816563/medium.jpg,YES,LOW,YELLOW
Cryptantha crassisepala,https://inaturalist-open-data.s3.amazonaws.com/photos/3436761/medium.jpg,YES,LOW,WHITE
Salvia compsostachys,https://inaturalist-open-data.s3.amazonaws.com/photos/52720384/medium.jpg,YES,LOW,PURPLE
Mertensia longiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/2004174/medium.jpg,YES,LOW,BLUE
Lagurus ovatus,https://inaturalist-open-data.s3.amazonaws.com/photos/104507100/medium.jpeg,YES,LOW,BROWN
Kummerowia stipulacea,https://static.inaturalist.org/photos/24042809/medium.jpg,YES,LOW,PURPLE
Manfreda maculosa,https://static.inaturalist.org/photos/2524127/medium.JPG,YES,MEDIUM,GREEN
Physalis angustifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/88588693/medium.jpg,YES,LOW,YELLOW
Trichostema suffrutescens,https://inaturalist-open-data.s3.amazonaws.com/photos/34974572/medium.jpeg,YES,LOW,BLUE
Yucca rupicola,https://static.inaturalist.org/photos/1351603/medium.jpg,YES,LOW,WHITE
Anthoxanthum hirtum,https://inaturalist-open-data.s3.amazonaws.com/photos/7629418/medium.jpg,YES,LOW,GREEN
Trifolium dichotomum,https://inaturalist-open-data.s3.amazonaws.com/photos/265129/medium.jpg,YES,LOW,PURPLE
Euphorbia ipecacuanhae,https://inaturalist-open-data.s3.amazonaws.com/photos/119530635/medium.jpg,YES,LOW,YELLOW
Thladiantha dubia,https://inaturalist-open-data.s3.amazonaws.com/photos/5087641/medium.jpg,YES,LOW,YELLOW
Iris sanguinea,https://inaturalist-open-data.s3.amazonaws.com/photos/139678079/medium.jpg,YES,LOW,PURPLE
Physaria arenosa,https://inaturalist-open-data.s3.amazonaws.com/photos/13206520/medium.jpg,YES,LOW,YELLOW
Scabrethia scabra,https://static.inaturalist.org/photos/27757424/medium.jpeg,YES,LOW,YELLOW
Tiarella cordifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/55362104/medium.jpg,YES,LOW,WHITE
